,update,x01,x01a,x01b,x01c,x01d,x02,x02z01,x02z02,x02z03,x02z04,x06,x08,a01,a02,a03,a04,a05z01,a05z02,a06,a07,a08,a09,b01,b02a,b02b,b03,b04a,b04b,b04c,b04d,b04e,b04f,b05a,b05b,b05c,b05d,b05e,b05f,b06a,b06b,b06c,b06d,b06e,b07a,b07b,b07c,b08a,b08b01,b08b02,b09,b10,b11,b12a,b12b01,b12b02,b13a,b13b,b13c,b14a,b14b,b14c,b14d,b14e,b14f,b14g,b14h,c01,c02,c03a01,c03a02,c03b,c04,c05z01,c05z02,c06a01,c06a02,c06a03,c06a04,c06a05,c06a06,c06b,c07,c08z01,c08z02,c08z03,c09,c10,c11,c12z01,c12z02,c12z03,c12z04,c12z05,c12z06,c13z01,c13z02,c13z03,c14z01,c14z02,c14z03,c15,c16z01,c16z02,c17,c18z01,c18z02,c18z03,c18z04,c18z05,c18z06,c18z07,c18z08,c18z09,c19,c20,c21a01,c21a02,c21b,c22,c23,d01,d02,d03z01,d03z02,d03z03,d03z04,d04z01,d04z02,d04z03,d04z04,d04z05,d04z06,d04z07,d04z08,d04z09,d04z10,d04z11,e01a,e01b,e02a,e02b,e02c,e02d,e02e01,e02e02,e03,f01,f02,f03,f04,f05,f06,g01,g02,g03a,g03b,g03c,g04a,g04b,g04c,g04d,g04e,g05a01,g05a02,g05a03,g05a04,g05a05,g05b01,g05b02,g05b03,g05b04,g05b05,g06z01,g06z02,g06z03,g06z04,g06z05,g06z06,g07,g08,g09,h01,h01a,h02,h02a,h03,h04,h05z01,h05z02,h05z03,h05z04
10,200901,10250,主樣本,1953-1964出生之主樣本,正式訪問,1025,2000,1,31,16,50,813高雄市左營區,01 本人,1 男,48,10 二專,1 很好,03 已婚,73,48,2 本省閩南人,08 高職,1 很好,54,1 閩南語,0 完全不懂,01 繼續升學,60,02 國中,1 公立,1 有,63,02 準備重考,64,04 高職職業類科 ,2 私立,1 有,67,04 就業,73,1 二專,1 公立,1 有,76,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,68,70,66,73,75,73,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,2 沒有,1 有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,062零售業,9499品質檢查員,03 為私人雇主或私人機構工作,06 100-499人,1 台灣,807高雄市三民區 ,1 有,35000,2 無,0 跳答或不適用,2 無,跳答或不適用,35000.0,44,3 已滿1年,11,2,1 是,30,1 是,1 有,1 有,2 無,2 無,2 無,1 有,1 有,2 沒有,2 沒有,1 有,2 沒有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,082保險業,"4410保險,房地產及證券推銷人員",03 為私人雇主或私人機構工作,25000.0,44,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,2,0,0,0,0,0,0,0,8,8,24000.0,0 跳答或不適用,0 跳答或不適用,12000,1 教育費用,340000.0,2000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,3 看電視,5 感情非常好,0 不適用,5 感情非常好,1 從未,1 從未,1 從未,1 從未,1 從未,2 無,2 無,2 無,2 無,1 有,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 從未,4 非常有影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,1,31,17,0
11,200901,10280,主樣本,1953-1964出生之主樣本,正式訪問,1028,2000,2,18,14,20,813高雄市左營區,01 本人,2 女,44,01 無,2 好,06 喪偶,87,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 完全不懂,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0 跳答或不適用,63,64,65,70,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,064餐旅業 ,5310廚師,03 為私人雇主或私人機構工作,03 10-29人,1 台灣,807高雄市三民區 ,1 有,45000,2 無,0 跳答或不適用,2 無,跳答或不適用,45000.0,63,3 已滿1年,12,96 不知道,1 是,60,2 否,2 無,2 無,2 無,2 無,2 無,2 無,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,1 有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,0,0,0,0,0,0,0,0,0,0,0,7,0 跳答或不適用,6000.0,20000,0 跳答或不適用,6000,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,4,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,0 不適用,0 不適用,0 不適用,4,4,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,2,18,14,35
12,200901,10310,主樣本,1953-1964出生之主樣本,正式訪問,1031,2000,1,28,15,55,813高雄市左營區,01 本人,2 女,43,13 大學,2 好,03 已婚,66,42,4 外省人,13 大學,1 很好,49,1 閩南語,0 完全不懂,01 繼續升學,55,01 初中,1 公立,1 有,58,01 繼續升學,58,01 高中(普通科),1 公立,1 有,61,01 繼續升學,61,4 大學,1 公立,1 有,66,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,65,66,67,71,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,093教育、學術,"1320中學教師(含高中教師,初中教師)",06 為政府機構工作,0 跳答或不適用,1 台灣,813高雄市左營區,1 有,60000,2 無,0 跳答或不適用,2 無,跳答或不適用,60000.0,38,3 已滿1年,23,5,1 是,30,2 否,1 有,1 有,2 無,1 有,1 有,1 有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,093教育、學術,"1390其它教師(含職業訓練教師,工廠指導員,私人教師)",03 為私人雇主或私人機構工作,9999996 不知道,996 不知道,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,0,2,0,0,0,0,0,0,28,8,0 跳答或不適用,40000,0 跳答或不適用,30000,1 教育費用,300000.0,40000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,1 陪做功課,3,5 感情非常好,0 不適用,2 偶爾,2 偶爾,2 偶爾,1 從未,1 從未,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 偶爾,4 非常有影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,"3 先取出部份自己留用,其餘全部做為全家共用",1 主要由妻子來管 ,4 各賺各的，各管各的,1,28,16,20
13,200901,10320,主樣本,1953-1964出生之主樣本,正式訪問,1032,2000,1,28,13,45,813高雄市左營區,01 本人,2 女,48,03 小學,1 很好,06 喪偶,73,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,54,4 原住民語言,2,05 幫家裡工作,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,63,63,64,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,036電力及電子機械器材製造修配業,"8410機器裝配工(含飛機零件裝配員,工廠機器裝修員)",03 為私人雇主或私人機構工作,07 500人以上,1 台灣,811高雄市楠梓區 ,1 有,18000,2 無,0 跳答或不適用,2 無,跳答或不適用,18000.0,38,3 已滿1年,4,11,1 是,30,2 否,2 無,1 有,2 無,1 有,1 有,1 有,1 有,2 沒有,2 沒有,1 有,1 有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,0,0,0,2,1,0,0,0,0,0,0,7,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,10000,2 醫療費用,5000.0,9000,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,1 不到一小時,3 看電視,0 不適用,5 感情非常好,5 感情非常好,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,1,28,14,10
14,200901,10380,主樣本,1953-1964出生之主樣本,正式訪問,1038,2000,1,28,14,10,813高雄市左營區,02 配偶,2 女,49,04 初(國)中,2 好,03 已婚,78,20,4 外省人,06 高中普通科,2 好,55,7 其他,10 很流利,01 繼續升學,61,02 國中,1 公立,2 沒有,64,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,64,68,70,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,07 已退休,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,0,0,0,0,0,0,0,0,3,3,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,15000,2 醫療費用,2000.0,0 跳答或不適用,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,3 經常,0 不適用,3 經常,3 經常,3 經常,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 有,2 無,2 無,2 無,0 不適用,0 不適用,"3 看電影,吃館子,爬山,運動等",1 無,0 跳答或不適用,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 主要由丈夫來管,2 主要由丈夫來管,1,28,14,25
15,200901,10410,主樣本,1953-1964出生之主樣本,正式訪問,1041,2000,1,30,11,10,813高雄市左營區,02 配偶,2 女,47,01 無,4 不好,03 已婚,49,23,4 外省人,03 小學,3 普通,0 跳答或不適用,0 跳答或不適用,0 完全不懂,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,49,65,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,07 已退休,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,2,1,0,0,0,0,0,0,42,2,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,15000,2 醫療費用,6000.0,0 跳答或不適用,3,2 沒有,0 不適用,2 沒有,0 不適用,1 有,2 二至三小時,3 看電視,5 感情非常好,5 感情非常好,5 感情非常好,1 從未,1 從未,1 從未,1 從未,1 從未,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,4 非常有影響,4 沒有多少休閒時間,1 無,0 跳答或不適用,1 無,0 跳答或不適用,2 主要由丈夫來管,2 主要由丈夫來管,1,30,11,20
16,200901,10420,主樣本,1953-1964出生之主樣本,正式訪問,1042,2000,1,27,20,45,813高雄市左營區,05 親戚,1 男,49,03 小學,1 很好,03 已婚,87,0 跳答或不適用,0 跳答或不適用,0 不適用,1 很好,55,7 其他,10 很流利,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,69,71,61,87,88,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,035機械設備製造修配業,8331其它未詳列之車床工人,03 為私人雇主或私人機構工作,05 50-99人,1 台灣,815高雄縣大　社,1 有,40000,2 無,0 跳答或不適用,2 無,跳答或不適用,40000.0,44,2 未滿1年,0 跳答或不適用,8,2 否,35,1 是,2 無,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 沒有,1 有,2 沒有,1 有,2,1 有,2,9996不知道,2 無,2 無,2 無,1 有,2 無,2 無,1 有,1 有,2 無,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,0,0,0,0,1,0,0,1,30,0 跳答或不適用,5000,0 跳答或不適用,30000,3 旅遊,35000.0,0 跳答或不適用,1,1 有,1 男孩,1 有,3 都可以,1 有,3 三小時以上,7 其他,3,0 不適用,5 感情非常好,1 從未,2 偶爾,2 偶爾,3 經常,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,0 不適用,4 非常有影響,1 聊天,2 有,"3 先取出部份自己留用,其餘全部做為全家共用",1 無,0 跳答或不適用,1 主要由妻子來管 ,2 主要由丈夫來管,1,27,21,5
17,200901,20010,主樣本,1953-1964出生之主樣本,正式訪問,2001,2000,1,25,15,0,813高雄市左營區,02 配偶,2 女,44,09 五專,2 好,03 已婚,68,44,3 本省客家人,14 碩士,2 好,50,2 客家話,0 完全不懂,01 繼續升學,56,01 初中,1 公立,1 有,59,01 繼續升學,59,05 五年制專科學校,2 私立,1 有,64,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0 跳答或不適用,64,68,69,68,01 自己(與配偶)的儲蓄,05 銀行貸款,1 有,2 沒有,1 有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,093教育、學術,"0710專業護士(含護士長,其它未詳列之護士,專科護士,護理師)",06 為政府機構工作,06 100-499人,1 台灣,833高雄縣鳥　松,1 有,45000,1 有,5000,2 無,跳答或不適用,50000.0,42,3 已滿1年,21,0 跳答或不適用,1 是,20,2 否,2 無,1 有,2 無,1 有,1 有,1 有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,093教育、學術,1330小學教師(含其它未詳列之學校教師),06 為政府機構工作,65000.0,42,2 沒有,0 跳答或不適用,2 無,2 無,2 無,1 有,1,0,0,1,1,0,0,0,0,0,0,15,2,6000.0,50000,0 跳答或不適用,30000,1 教育費用,150000.0,0 跳答或不適用,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,3 看電視,5 感情非常好,4,5 感情非常好,2 偶爾,1 從未,1 從未,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 無,1 從未,1 毫無影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,3 夫妻二人共同管理,1,25,15,30
18,200901,20020,主樣本,1953-1964出生之主樣本,正式訪問,2002,2000,2,1,19,40,813高雄市左營區,03 親子關係,1 男,49,13 大學,1 很好,03 已婚,83,52,2 本省閩南人,09 五專,1 很好,55,7 其他,9,01 繼續升學,61,02 國中,1 公立,1 有,64,01 繼續升學,64,01 高中(普通科),1 公立,1 有,67,01 繼續升學,67,4 大學,1 公立,1 有,71,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,72,74,74,83,85,77,02 家人的資助,05 銀行貸款,1 有,1 有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,090公共行政服務業 ,0340電機及電子工程技術員,06 為政府機構工作,07 500人以上,1 台灣,900屏東縣屏東,1 有,45000,1 有,10000,1 有,20000.0,75000.0,44,3 已滿1年,11,0 跳答或不適用,1 是,60,1 是,2 無,1 有,2 無,1 有,1 有,1 有,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,095醫療保健服務業,0670藥劑師,07 為非營利機構工作,50000.0,42,2 沒有,0 跳答或不適用,2 無,2 無,2 無,1 有,1,0,0,0,1,0,0,1,0,0,1,3,4,25000.0,20000,0 跳答或不適用,15000,2 醫療費用,6000.0,60000,1,2 沒有,0 不適用,1 有,3 都可以,2 沒有,2 二至三小時,3 看電視,4,4,0 不適用,2 偶爾,2 偶爾,1 從未,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 偶爾,4 非常有影響,2 拜訪親友,2 有,"3 先取出部份自己留用,其餘全部做為全家共用",2 有,"3 先取出部份自己留用,其餘全部做為全家共用",7 其它,2 主要由丈夫來管,2,1,20,0
19,200901,20030,主樣本,1953-1964出生之主樣本,正式訪問,2003,2000,2,10,19,40,813高雄市左營區,02 配偶,1 男,45,08 高職,1 很好,03 已婚,70,44,2 本省閩南人,03 小學,1 很好,51,1 閩南語,3,01 繼續升學,57,02 國中,1 公立,1 有,60,04 就業,63,04 高職職業類科 ,1 公立,1 有,66,97 其他,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,66,69,60,70,71,77,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,2 沒有,1 有,1 有,71,059其他營造業,01 自己的儲蓄,10,1 是,997 其它,0 跳答或不適用,1 有,0 不適用,059其他營造業,2116建築承包商,"02 自己當老闆,而且有雇用別人",02 4-9人,1 台灣,813高雄市左營區,1 有,40000,1 有,40000,2 無,跳答或不適用,80000.0,91,3 已滿1年,17,0 跳答或不適用,2 否,10,1 是,1 有,2 無,2 無,2 無,2 無,2 無,1 有,2 沒有,2 沒有,1 有,1 有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,090公共行政服務業 ,"3990其它佐理人員(含校對員,抄錶員,影印機操作員)",06 為政府機構工作,20000.0,24,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,2,0,0,2,0,0,0,0 跳答或不適用,21,30000.0,20000,0 跳答或不適用,30000,1 教育費用,100000.0,400000,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,1 陪做功課,3,4,4,1 從未,2 偶爾,2 偶爾,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 無,2 偶爾,4 非常有影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,"1 全部自己留用,不必負擔家用",1 主要由妻子來管 ,3 夫妻二人共同管理,2,10,20,10
